Origin,Destination,Distance
Mathura,Vrindavan,6
Mathura,Mandapeta,779
Mathura,Belampalli,591
Mathura,Bhimunipatnam,755
Mathura,Nandod,467
Mathura,Pithapuram,771
Mathura,Punganuru,972
Mathura,Puttur,972
Mathura,Jalor,346
Mathura,Palmaner,985
Mathura,Dholka,462
Mathura,Jaggayyapeta,744
Mathura,Tuni,763
Mathura,Amalapuram,799
Mathura,Jagtial,602
Mathura,Vikarabad,698
Mathura,Venkatagiri,937
Mathura,Sihor,536
Mathura,Jangaon,678
Mathura,Mandamari,596
Mathura,Metpalli,598
Mathura,Repalle,814
Mathura,Bhainsa,577
Mathura,Jasdan,553
Mathura,Jammalamadugu,870
Mathura,Rameswaram,1256
Mathura,Addanki,816
Mathura,Nidadavole,770
Mathura,Bodupal,695
Mathura,Rajgir,508
Mathura,Rajaori,453
Mathura,Naini Tal,169
Mathura,Channarayapatna,1006
Mathura,Maihar,292
Mathura,Panaji,862
Mathura,Junnar,619
Mathura,Amudalavalasa,738
Mathura,Daman,574
Mathura,Kovvur,765
Mathura,Solan,239
Mathura,Dwarka,655
Mathura,Pathanamthitta,1254
Mathura,Kodaikanal,1186
Mathura,Udhampur,405
Mathura,Giddalur,836
Mathura,Yellandu,700
Mathura,Shrirangapattana,1038
Mathura,Angamali,1192
Mathura,Umaria,336
Mathura,Fatehpur Sikri,27
Mathura,Mangur,686
Mathura,Pedana,803
Mathura,Uran,663
Mathura,Chimakurti,830
Mathura,Devarkonda,746
Mathura,Bandipura,511
Mathura,Silvassa,577
Mathura,Pamidi,862
Mathura,Narasannapeta,743
Mathura,Jaynagar-Majilpur,766
Mathura,Khed Brahma,374
Mathura,Khajuraho,228
Mathura,Koilkuntla,843
Mathura,Diu,628
Mathura,Kulgam,452
Mathura,Gauripur,765
Mathura,Abu,367
Mathura,Curchorem,872
Mathura,Kavaratti,1209
Mathura,Panchkula,226
Mathura,Kagaznagar,572
Kamarhati,Delhi,807
Kamarhati,Mumbai,1036
Kamarhati,Kolkata,9
Kamarhati,Bangalore,973
Kamarhati,Chennai,847
Kamarhati,Hyderabad,739
Kamarhati,Pune,982
Kamarhati,Ahmedabad,1006
Kamarhati,Surat,1002
Kamarhati,Lucknow,547
Kamarhati,Jaipur,837
Kamarhati,Cawnpore,569
Kamarhati,Mirzapur,404
Kamarhati,Nagpur,605
Kamarhati,Ghaziabad,797
Kamarhati,Indore,799
Kamarhati,Vadodara,969
Kamarhati,Vishakhapatnam,472
Kamarhati,Bhopal,698
Kamarhati,Chinchvad,982
Kamarhati,Patna,287
Kamarhati,Ludhiana,958
Kamarhati,Agra,719
Kamarhati,Kalyan,1010
Kamarhati,Madurai,1108
Kamarhati,Jamshedpur,139
Kamarhati,Nasik,957
Kamarhati,Faridabad,795
Kamarhati,Aurangabad,862
Kamarhati,Rajkot,1123
Kamarhati,Meerut,793
Kamarhati,Jabalpur,538
Kamarhati,Thane,1023
Kamarhati,Dhanbad,145
Kamarhati,Allahabad,454
Kamarhati,Varanasi,384
Kamarhati,Srinagar,1138
Kamarhati,Amritsar,1034
Kamarhati,Aligarh,736
Kamarhati,Bhiwandi,1015
Kamarhati,Gwalior,685
Kamarhati,Bhilai,456
Kamarhati,Haora,6
Kamarhati,Ranchi,199
Kamarhati,Bezwada,658
Kamarhati,Chandigarh,905
Kamarhati,Mysore,1050
Kamarhati,Raipur,443
Kamarhati,Kota,811
Kamarhati,Bareilly,682
Kamarhati,Jodhpur,997
Kamarhati,Coimbatore,1100
Kamarhati,Dispur,321
Kamarhati,Guwahati,322
Kamarhati,Solapur,878
Kamarhati,Trichinopoly,1035
Kamarhati,Hubli,1000
Kamarhati,Jalandhar,987
Kamarhati,Bhubaneshwar,232
Kamarhati,Bhayandar,1028
Kamarhati,Moradabad,734
Kamarhati,Kolhapur,1007
Kamarhati,Thiruvananthapuram,1236
Kamarhati,Saharanpur,837
Kamarhati,Warangal,654
Kamarhati,Salem,1013
Kamarhati,Malegaon,900
Kamarhati,Kochi,1184
Kamarhati,Gorakhpur,422
Kamarhati,Shimoga,1033
Kamarhati,Tiruppur,1078
Kamarhati,Guntur,677
Kamarhati,Raurkela,224
Kamarhati,Mangalore,1114
Kamarhati,Nanded,753
Kamarhati,Cuttack,221
Kamarhati,Chanda,613
Kamarhati,Dehra Dun,828
Kamarhati,Durgapur,90
Kamarhati,Asansol,113
Kamarhati,Bhavnagar,1041
Kamarhati,Amravati,692
Kamarhati,Nellore,789
Kamarhati,Ajmer,902
Kamarhati,Tinnevelly,1191
Kamarhati,Bikaner,1010
Kamarhati,Agartala,200
Kamarhati,Ujjain,803
Kamarhati,Jhansi,647
Kamarhati,Ulhasnagar,1011
Kamarhati,Davangere,991
Kamarhati,Jammu,1078
Kamarhati,Belgaum,1018
Kamarhati,Gulbarga,834
Kamarhati,Jamnagar,1168
Kamarhati,Dhulia,881
Kamarhati,Gaya,256
Kamarhati,Jalgaon,829
Kamarhati,Kurnool,822
Kamarhati,Udaipur,940
Kamarhati,Bellary,910
Kamarhati,Sangli,982
Kamarhati,Tuticorin,1172
Kamarhati,Calicut,1144
Kamarhati,Akola,742
Kamarhati,Bhagalpur,197
Kamarhati,Sikar,895
Kamarhati,Tumkur,980
Kamarhati,Quilon,1228
Kamarhati,Muzaffarnagar,811
Kamarhati,Bhilwara,887
Kamarhati,Nizamabad,719
Kamarhati,Bhatpara,13
Kamarhati,Kakinada,562
Kamarhati,Parbhani,785
Kamarhati,Panihati,1
Kamarhati,Latur,818
Kamarhati,Rohtak,850
Kamarhati,Rajapalaiyam,1158
Kamarhati,Ahmadnagar,915
Kamarhati,Cuddapah,842
Kamarhati,Rajahmundry,580
Kamarhati,Alwar,809
Kamarhati,Muzaffarpur,302
Kamarhati,Bilaspur,408
Kamarhati,Mathura,746
Kamarhati,Patiala,909
Kamarhati,Saugor,616
Kamarhati,Bijapur,916
Kamarhati,Brahmapur,326
Kamarhati,Shahjanpur,639
Kamarhati,Trichur,1159
Kamarhati,Barddhaman,51
Kamarhati,Kulti,121
Kamarhati,Sambalpur,293
Kamarhati,Purnea,221
Kamarhati,Hisar,903
Kamarhati,Firozabad,697
Kamarhati,Bidar,775
Kamarhati,Rampur,719
Kamarhati,Shiliguri,278
Kamarhati,Bali,2
Kamarhati,Panipat,846
Kamarhati,Karimnagar,664
Kamarhati,Bhuj,1182
Kamarhati,Ichalkaranji,993
Kamarhati,Tirupati,854
Kamarhati,Hospet,933
Kamarhati,Aizawl,285
Kamarhati,Sannai,489
Kamarhati,Barasat,30
Kamarhati,Ratlam,848
Kamarhati,Handwara,1175
Kamarhati,Drug,466
Kamarhati,Imphal,383
Kamarhati,Anantapur,893
Kamarhati,Etawah,652
Kamarhati,Raichur,844
Kamarhati,Ongole,733
Kamarhati,Bharatpur,750
Kamarhati,Begusarai,236
Kamarhati,Sonipat,830
Kamarhati,Ramgundam,635
Kamarhati,Hapur,781
Kamarhati,Uluberiya,21
Kamarhati,Porbandar,1204
Kamarhati,Pali,972
Kamarhati,Vizianagaram,448
Kamarhati,Puducherry,928
Kamarhati,Karnal,856
Kamarhati,Nagercoil,1234
Kamarhati,Tanjore,1018
Kamarhati,Sambhal,735
Kamarhati,Naihati,16
Kamarhati,Secunderabad,734
Kamarhati,Kharagpur,70
Kamarhati,Dindigul,1092
Kamarhati,Shimla,901
Kamarhati,Ingraj Bazar,160
Kamarhati,Ellore,626
Kamarhati,Puri,257
Kamarhati,Haldia,48
Kamarhati,Nandyal,813
Kamarhati,Bulandshahr,766
Kamarhati,Chakradharpur,174
Kamarhati,Bhiwani,870
Kamarhati,Gurgaon,812
Kamarhati,Burhanpur,790
Kamarhati,Khammam,651
Kamarhati,Madhyamgram,5
Kamarhati,Ghandinagar,1000
Kamarhati,Baharampur,98
Kamarhati,Mahbubnagar,789
Kamarhati,Mahesana,1017
Kamarhati,Adoni,871
Kamarhati,Raiganj,203
Kamarhati,Bhusaval,813
Kamarhati,Bahraigh,540
Kamarhati,Shrirampur,5
Kamarhati,Tonk,827
Kamarhati,Sirsa,951
Kamarhati,Jaunpur,416
Kamarhati,Madanapalle,901
Kamarhati,Hugli,15
Kamarhati,Vellore,904
Kamarhati,Alleppey,1205
Kamarhati,Cuddalore,941
Kamarhati,Deo,284
Kamarhati,Chirala,704
Kamarhati,Machilipatnam,650
Kamarhati,Medinipur,68
Kamarhati,Baramula,1163
Kamarhati,Chandannagar,13
Kamarhati,Fatehpur,526
Kamarhati,Udipi,1101
Kamarhati,Tenali,670
Kamarhati,Sitalpur,586
Kamarhati,Conjeeveram,884
Kamarhati,Proddatur,843
Kamarhati,Navsari,1000
Kamarhati,Godhra,941
Kamarhati,Budaun,687
Kamarhati,Chittoor,891
Kamarhati,Haripur,975
Kamarhati,Saharsa,247
Kamarhati,Vidisha,674
Kamarhati,Pathankot,1021
Kamarhati,Nalgonda,706
Kamarhati,Dibrugarh,531
Kamarhati,Balurghat,177
Kamarhati,Krishnanagar,50
Kamarhati,Fyzabad,480
Kamarhati,Silchar,315
Kamarhati,Shantipur,40
Kamarhati,Hindupur,937
Kamarhati,Erode,1049
Kamarhati,Jamuria,108
Kamarhati,Habra,19
Kamarhati,Ambala,892
Kamarhati,Mauli,907
Kamarhati,Kolar,939
Kamarhati,Shillong,298
Kamarhati,Bhimavaram,613
Kamarhati,New Delhi,810
Kamarhati,Mandsaur,849
Kamarhati,Kumbakonam,998
Kamarhati,Tiruvannamalai,940
Kamarhati,Chicacole,417
Kamarhati,Bankura,92
Kamarhati,Mandya,1028
Kamarhati,Hassan,1045
Kamarhati,Yavatmal,677
Kamarhati,Pilibhit,673
Kamarhati,Palghat,1126
Kamarhati,Abohar,1011
Kamarhati,Palakollu,604
Kamarhati,Kanchrapara,20
Kamarhati,Port Blair,809
Kamarhati,Alipur Duar,273
Kamarhati,Hathras,729
Kamarhati,Guntakal,884
Kamarhati,Navadwip,50
Kamarhati,Basirhat,33
Kamarhati,Halisahar,19
Kamarhati,Rishra,3
Kamarhati,Dharmavaram,899
Kamarhati,Baidyabati,8
Kamarhati,Darjeeling,300
Kamarhati,Sopur,1162
Kamarhati,Gudivada,644
Kamarhati,Adilabad,667
Kamarhati,Titagarh,4
Kamarhati,Chittaurgarh,883
Kamarhati,Narasaraopet,699
Kamarhati,Dam Dam,4
Kamarhati,Valparai,1135
Kamarhati,Osmanabad,856
Kamarhati,Champdani,8
Kamarhati,Bangaon,39
Kamarhati,Khardah,3
Kamarhati,Tadpatri,861
Kamarhati,Jalpaiguri,265
Kamarhati,Suriapet,684
Kamarhati,Tadepallegudem,600
Kamarhati,Bansbaria,20
Kamarhati,Negapatam,994
Kamarhati,Bhadreswar,10
Kamarhati,Chilakalurupet,700
Kamarhati,Kalyani,21
Kamarhati,Gangtok,321
Kamarhati,Kohima,417
Kamarhati,Khambhat,1006
Kamarhati,Aurangabad,291
Kamarhati,Emmiganur,856
Kamarhati,Rayachoti,865
Kamarhati,Kavali,764
Kamarhati,Mancheral,632
Kamarhati,Kadiri,890
Kamarhati,Ootacamund,1092
Kamarhati,Anakapalle,488
Kamarhati,Sirsilla,684
Kamarhati,Kamareddipet,714
Kamarhati,Paloncha,610
Kamarhati,Kottagudem,613
Kamarhati,Tanuku,595
Kamarhati,Bodhan,731
Kamarhati,Karur,1054
Kamarhati,Mangalagiri,666
Kamarhati,Kairana,834
Kamarhati,Markapur,761
Kamarhati,Malaut,1002
Kamarhati,Bapatla,695
Kamarhati,Badvel,817
Kamarhati,Jorhat,462
Kamarhati,Koratla,678
Kamarhati,Pulivendla,873
Kamarhati,Jaisalmer,1133
Kamarhati,Tadepalle,662
Kamarhati,Armur,704
Kamarhati,Jatani,243
Kamarhati,Gadwal,819
Kamarhati,Nagari,863
Kamarhati,Wanparti,799
Kamarhati,Ponnuru,682
Kamarhati,Vinukonda,723
Kamarhati,Itanagar,448
Kamarhati,Tezpur,389
Kamarhati,Narasapur,611
Kamarhati,Kothapet,618
Kamarhati,Macherla,721
Kamarhati,Kandukur,754
Kamarhati,Samalkot,558
Kamarhati,Bobbili,427
Kamarhati,Sattenapalle,687
Kamarhati,Vrindavan,748
Kamarhati,Mandapeta,578
Kamarhati,Belampalli,625
Kamarhati,Bhimunipatnam,458
Kamarhati,Nandod,953
Kamarhati,Pithapuram,550
Kamarhati,Punganuru,907
Kamarhati,Puttur,858
Kamarhati,Jalor,1012
Kamarhati,Palmaner,907
Kamarhati,Dholka,1014
Kamarhati,Jaggayyapeta,669
Kamarhati,Tuni,526
Kamarhati,Amalapuram,588
Kamarhati,Jagtial,666
Kamarhati,Vikarabad,773
Kamarhati,Venkatagiri,830
Kamarhati,Sihor,1052
Kamarhati,Jangaon,686
Kamarhati,Mandamari,628
Kamarhati,Metpalli,685
Kamarhati,Repalle,670
Kamarhati,Bhainsa,715
Kamarhati,Jasdan,1099
Kamarhati,Jammalamadugu,846
Kamarhati,Rameswaram,1099
Kamarhati,Addanki,723
Kamarhati,Nidadavole,588
Kamarhati,Bodupal,731
Kamarhati,Rajgir,247
Kamarhati,Rajaori,1130
Kamarhati,Naini Tal,721
Kamarhati,Channarayapatna,1035
Kamarhati,Maihar,496
Kamarhati,Panaji,1070
Kamarhati,Junnar,965
Kamarhati,Amudalavalasa,411
Kamarhati,Daman,1010
Kamarhati,Kovvur,581
Kamarhati,Solan,896
Kamarhati,Dwarka,1240
Kamarhati,Pathanamthitta,1199
Kamarhati,Kodaikanal,1118
Kamarhati,Udhampur,1073
Kamarhati,Giddalur,795
Kamarhati,Yellandu,627
Kamarhati,Shrirangapattana,1043
Kamarhati,Angamali,1168
Kamarhati,Umaria,483
Kamarhati,Fatehpur Sikri,737
Kamarhati,Mangur,588
Kamarhati,Pedana,643
Kamarhati,Uran,1030
Kamarhati,Chimakurti,738
Kamarhati,Devarkonda,738
Kamarhati,Bandipura,1160
Kamarhati,Silvassa,1002
Kamarhati,Pamidi,883
Kamarhati,Narasannapeta,405
Kamarhati,Jaynagar-Majilpur,34
Kamarhati,Khed Brahma,977
Kamarhati,Khajuraho,554
Kamarhati,Koilkuntla,832
Kamarhati,Diu,1124
Kamarhati,Kulgam,1109
Kamarhati,Gauripur,255
Kamarhati,Abu,1001
Kamarhati,Curchorem,1063
Kamarhati,Kavaratti,1332
Kamarhati,Panchkula,900
Kamarhati,Kagaznagar,619
Patiala,Delhi,125
Patiala,Mumbai,812
Patiala,Kolkata,913
Patiala,Bangalore,1196
Patiala,Chennai,1211
Patiala,Hyderabad,901
Patiala,Pune,827
Patiala,Ahmedabad,554
Patiala,Surat,667
Patiala,Lucknow,366
Patiala,Jaipur,236
Patiala,Cawnpore,357
Patiala,Mirzapur,520
Patiala,Nagpur,652
Patiala,Ghaziabad,129
Patiala,Indore,524
Patiala,Vadodara,586
Patiala,Vishakhapatnam,970
Patiala,Bhopal,490
Patiala,Chinchvad,820
Patiala,Patna,625
Patiala,Ludhiana,51
Patiala,Agra,237
Patiala,Kalyan,788
Patiala,Madurai,1407
Patiala,Jamshedpur,796
Patiala,Nasik,728
Patiala,Faridabad,141
Patiala,Aurangabad,721
Patiala,Rajkot,651
Patiala,Meerut,121
Patiala,Jabalpur,539
Patiala,Thane,796
Patiala,Dhanbad,764
Patiala,Allahabad,472
Patiala,Varanasi,531
Patiala,Srinagar,275
Patiala,Amritsar,127
Patiala,Aligarh,196
Patiala,Bhiwandi,786
Patiala,Gwalior,303
Patiala,Bhilai,700
Patiala,Haora,909
Patiala,Ranchi,731
Patiala,Bezwada,986
Patiala,Chandigarh,37
Patiala,Mysore,1239
Patiala,Raipur,705
Patiala,Kota,355
Patiala,Bareilly,227
Patiala,Jodhpur,345
Patiala,Coimbatore,1329
Patiala,Dispur,980
Patiala,Guwahati,979
Patiala,Solapur,870
Patiala,Trichinopoly,1349
Patiala,Hubli,1032
Patiala,Jalandhar,84
Patiala,Bhubaneshwar,909
Patiala,Bhayandar,790
Patiala,Moradabad,175
Patiala,Kolhapur,947
Patiala,Thiruvananthapuram,1501
Patiala,Saharanpur,73
Patiala,Warangal,873
Patiala,Salem,1289
Patiala,Malegaon,682
Patiala,Kochi,1400
Patiala,Gorakhpur,490
Patiala,Shimoga,1129
Patiala,Tiruppur,1323
Patiala,Guntur,998
Patiala,Raurkela,765
Patiala,Mangalore,1204
Patiala,Nanded,771
Patiala,Cuttack,900
Patiala,Chanda,736
Patiala,Dehra Dun,98
Patiala,Durgapur,819
Patiala,Asansol,796
Patiala,Bhavnagar,645
Patiala,Amravati,651
Patiala,Nellore,1116
Patiala,Ajmer,285
Patiala,Tinnevelly,1487
Patiala,Bikaner,243
Patiala,Agartala,1018
Patiala,Ujjain,492
Patiala,Jhansi,361
Patiala,Ulhasnagar,790
Patiala,Davangere,1091
Patiala,Jammu,189
Patiala,Belgaum,1001
Patiala,Gulbarga,894
Patiala,Jamnagar,667
Patiala,Dhulia,656
Patiala,Gaya,653
Patiala,Jalgaon,642
Patiala,Kurnool,1003
Patiala,Udaipur,428
Patiala,Bellary,1044
Patiala,Sangli,932
Patiala,Tuticorin,1485
Patiala,Calicut,1312
Patiala,Akola,661
Patiala,Bhagalpur,738
Patiala,Sikar,201
Patiala,Tumkur,1169
Patiala,Quilon,1474
Patiala,Muzaffarnagar,98
Patiala,Bhilwara,358
Patiala,Nizamabad,809
Patiala,Bhatpara,903
Patiala,Kakinada,992
Patiala,Parbhani,760
Patiala,Panihati,908
Patiala,Latur,820
Patiala,Rohtak,98
Patiala,Rajapalaiyam,1439
Patiala,Ahmadnagar,780
Patiala,Cuddapah,1101
Patiala,Rajahmundry,979
Patiala,Alwar,190
Patiala,Muzaffarpur,620
Patiala,Bilaspur,662
Patiala,Mathura,210
Patiala,Kamarhati,909
Patiala,Saugor,468
Patiala,Bijapur,929
Patiala,Brahmapur,922
Patiala,Shahjanpur,271
Patiala,Trichur,1362
Patiala,Barddhaman,858
Patiala,Kulti,788
Patiala,Sambalpur,770
Patiala,Purnea,745
Patiala,Hisar,89
Patiala,Firozabad,250
Patiala,Bidar,856
Patiala,Rampur,189
Patiala,Shiliguri,772
Patiala,Bali,908
Patiala,Panipat,72
Patiala,Karimnagar,836
Patiala,Bhuj,633
Patiala,Ichalkaranji,945
Patiala,Tirupati,1163
Patiala,Hospet,1035
Patiala,Aizawl,1103
Patiala,Sannai,504
Patiala,Barasat,932
Patiala,Ratlam,489
Patiala,Handwara,306
Patiala,Drug,698
Patiala,Imphal,1140
Patiala,Anantapur,1078
Patiala,Etawah,291
Patiala,Raichur,972
Patiala,Ongole,1046
Patiala,Bharatpur,223
Patiala,Begusarai,684
Patiala,Sonipat,98
Patiala,Ramgundam,815
Patiala,Hapur,136
Patiala,Uluberiya,904
Patiala,Porbandar,730
Patiala,Pali,364
Patiala,Vizianagaram,949
Patiala,Puducherry,1284
Patiala,Karnal,56
Patiala,Nagercoil,1525
Patiala,Tanjore,1354
Patiala,Sambhal,177
Patiala,Naihati,902
Patiala,Secunderabad,895
Patiala,Kharagpur,872
Patiala,Dindigul,1377
Patiala,Shimla,71
Patiala,Ingraj Bazar,808
Patiala,Ellore,983
Patiala,Puri,933
Patiala,Haldia,921
Patiala,Nandyal,1029
Patiala,Bulandshahr,158
Patiala,Chakradharpur,775
Patiala,Bhiwani,106
Patiala,Gurgaon,134
Patiala,Burhanpur,621
Patiala,Khammam,930
Patiala,Madhyamgram,912
Patiala,Ghandinagar,539
Patiala,Baharampur,845
Patiala,Mahbubnagar,940
Patiala,Mahesana,523
Patiala,Adoni,1012
Patiala,Raiganj,786
Patiala,Bhusaval,641
Patiala,Bahraigh,370
Patiala,Shrirampur,904
Patiala,Tonk,289
Patiala,Sirsa,99
Patiala,Jaunpur,497
Patiala,Madanapalle,1161
Patiala,Hugli,900
Patiala,Vellore,1210
Patiala,Alleppey,1432
Patiala,Cuddalore,1295
Patiala,Deo,629
Patiala,Chirala,1029
Patiala,Machilipatnam,1019
Patiala,Medinipur,868
Patiala,Baramula,292
Patiala,Chandannagar,901
Patiala,Fatehpur,407
Patiala,Udipi,1173
Patiala,Tenali,1005
Patiala,Sitalpur,322
Patiala,Conjeeveram,1222
Patiala,Proddatur,1081
Patiala,Navsari,686
Patiala,Godhra,546
Patiala,Budaun,227
Patiala,Chittoor,1190
Patiala,Haripur,86
Patiala,Saharsa,694
Patiala,Vidisha,476
Patiala,Pathankot,141
Patiala,Nalgonda,931
Patiala,Dibrugarh,1143
Patiala,Balurghat,835
Patiala,Krishnanagar,886
Patiala,Fyzabad,429
Patiala,Silchar,1074
Patiala,Shantipur,888
Patiala,Hindupur,1136
Patiala,Erode,1308
Patiala,Jamuria,801
Patiala,Habra,915
Patiala,Ambala,23
Patiala,Mauli,33
Patiala,Kolar,1187
Patiala,Shillong,1001
Patiala,Bhimavaram,1003
Patiala,New Delhi,121
Patiala,Mandsaur,440
Patiala,Kumbakonam,1344
Patiala,Tiruvannamalai,1254
Patiala,Chicacole,952
Patiala,Bankura,819
Patiala,Mandya,1224
Patiala,Hassan,1191
Patiala,Yavatmal,691
Patiala,Pilibhit,236
Patiala,Palghat,1344
Patiala,Abohar,126
Patiala,Palakollu,1007
Patiala,Kanchrapara,899
Patiala,Port Blair,1658
Patiala,Alipur Duar,844
Patiala,Hathras,212
Patiala,Guntakal,1044
Patiala,Navadwip,878
Patiala,Basirhat,936
Patiala,Halisahar,900
Patiala,Rishra,906
Patiala,Dharmavaram,1097
Patiala,Baidyabati,901
Patiala,Darjeeling,755
Patiala,Sopur,296
Patiala,Gudivada,999
Patiala,Adilabad,745
Patiala,Titagarh,906
Patiala,Chittaurgarh,389
Patiala,Narasaraopet,996
Patiala,Dam Dam,913
Patiala,Valparai,1376
Patiala,Osmanabad,836
Patiala,Champdani,903
Patiala,Bangaon,915
Patiala,Khardah,907
Patiala,Tadpatri,1064
Patiala,Jalpaiguri,795
Patiala,Suriapet,929
Patiala,Tadepallegudem,982
Patiala,Bansbaria,898
Patiala,Negapatam,1363
Patiala,Bhadreswar,901
Patiala,Chilakalurupet,1008
Patiala,Kalyani,899
Patiala,Gangtok,769
Patiala,Kohima,1128
Patiala,Khambhat,598
Patiala,Aurangabad,621
Patiala,Emmiganur,1006
Patiala,Rayachoti,1129
Patiala,Kavali,1084
Patiala,Mancheral,811
Patiala,Kadiri,1120
Patiala,Ootacamund,1301
Patiala,Anakapalle,965
Patiala,Sirsilla,836
Patiala,Kamareddipet,835
Patiala,Paloncha,917
Patiala,Kottagudem,918
Patiala,Tanuku,992
Patiala,Bodhan,807
Patiala,Karur,1337
Patiala,Mangalagiri,991
Patiala,Kairana,80
Patiala,Markapur,1020
Patiala,Malaut,113
Patiala,Bapatla,1026
Patiala,Badvel,1084
Patiala,Jorhat,1110
Patiala,Koratla,805
Patiala,Pulivendla,1100
Patiala,Jaisalmer,406
Patiala,Tadepalle,989
Patiala,Armur,802
Patiala,Jatani,909
Patiala,Gadwal,973
Patiala,Nagari,1186
Patiala,Wanparti,966
Patiala,Ponnuru,1016
Patiala,Vinukonda,1004
Patiala,Itanagar,1068
Patiala,Tezpur,1029
Patiala,Narasapur,1012
Patiala,Kothapet,780
Patiala,Macherla,971
Patiala,Kandukur,1063
Patiala,Samalkot,983
Patiala,Bobbili,921
Patiala,Sattenapalle,987
Patiala,Vrindavan,204
Patiala,Mandapeta,989
Patiala,Belampalli,799
Patiala,Bhimunipatnam,964
Patiala,Nandod,608
Patiala,Pithapuram,981
Patiala,Punganuru,1174
Patiala,Puttur,1178
Patiala,Jalor,412
Patiala,Palmaner,1187
Patiala,Dholka,576
Patiala,Jaggayyapeta,953
Patiala,Tuni,973
Patiala,Amalapuram,1010
Patiala,Jagtial,808
Patiala,Vikarabad,899
Patiala,Venkatagiri,1143
Patiala,Sihor,653
Patiala,Jangaon,884
Patiala,Mandamari,804
Patiala,Metpalli,802
Patiala,Repalle,1023
Patiala,Bhainsa,778
Patiala,Jasdan,655
Patiala,Jammalamadugu,1072
Patiala,Rameswaram,1459
Patiala,Addanki,1024
Patiala,Nidadavole,980
Patiala,Bodupal,898
Patiala,Rajgir,662
Patiala,Rajaori,243
Patiala,Naini Tal,195
Patiala,Channarayapatna,1198
Patiala,Maihar,495
Patiala,Panaji,1034
Patiala,Junnar,781
Patiala,Amudalavalasa,945
Patiala,Daman,716
Patiala,Kovvur,975
Patiala,Solan,60
Patiala,Dwarka,721
Patiala,Pathanamthitta,1448
Patiala,Kodaikanal,1383
Patiala,Udhampur,194
Patiala,Giddalur,1040
Patiala,Yellandu,910
Patiala,Shrirangapattana,1231
Patiala,Angamali,1384
Patiala,Umaria,542
Patiala,Fatehpur Sikri,235
Patiala,Mangur,896
Patiala,Pedana,1013
Patiala,Uran,815
Patiala,Chimakurti,1038
Patiala,Devarkonda,951
Patiala,Bandipura,300
Patiala,Silvassa,723
Patiala,Pamidi,1060
Patiala,Narasannapeta,950
Patiala,Jaynagar-Majilpur,933
Patiala,Khed Brahma,479
Patiala,Khajuraho,434
Patiala,Koilkuntla,1045
Patiala,Diu,741
Patiala,Kulgam,242
Patiala,Gauripur,877
Patiala,Abu,454
Patiala,Curchorem,1047
Patiala,Kavaratti,1380
Patiala,Panchkula,37
Patiala,Kagaznagar,780
Saugor,Delhi,344
Saugor,Mumbai,507
Saugor,Kolkata,616
Saugor,Bangalore,752
Saugor,Chennai,747
Saugor,Hyderabad,446
Saugor,Pune,483
Saugor,Ahmedabad,395
Saugor,Surat,420
Saugor,Lucknow,247
Saugor,Jaipur,277
Saugor,Cawnpore,205
Saugor,Mirzapur,257
Saugor,Nagpur,186
Saugor,Ghaziabad,341
Saugor,Indore,200
Saugor,Vadodara,369
Saugor,Vishakhapatnam,514
Saugor,Bhopal,94
Saugor,Chinchvad,479
Saugor,Patna,419
Saugor,Ludhiana,517
Saugor,Agra,233
Saugor,Kalyan,479
Saugor,Madurai,958
Saugor,Jamshedpur,477
Saugor,Nasik,414
Saugor,Faridabad,327
Saugor,Aurangabad,350
Saugor,Rajkot,517
Saugor,Meerut,359
Saugor,Jabalpur,88
Saugor,Thane,491
Saugor,Dhanbad,486
Saugor,Allahabad,223
Saugor,Varanasi,286
Saugor,Srinagar,744
Saugor,Amritsar,585
Saugor,Aligarh,280
Saugor,Bhiwandi,481
Saugor,Gwalior,166
Saugor,Bhilai,249
Saugor,Haora,614
Saugor,Ranchi,418
Saugor,Bezwada,518
Saugor,Chandigarh,489
Saugor,Mysore,805
Saugor,Raipur,257
Saugor,Kota,205
Saugor,Bareilly,313
Saugor,Jodhpur,396
Saugor,Coimbatore,891
Saugor,Dispur,831
Saugor,Guwahati,831
Saugor,Solapur,462
Saugor,Trichinopoly,895
Saugor,Hubli,629
Saugor,Jalandhar,550
Saugor,Bhubaneshwar,516
Saugor,Bhayandar,491
Saugor,Moradabad,343
Saugor,Kolhapur,572
Saugor,Thiruvananthapuram,1062
Saugor,Saharanpur,427
Saugor,Warangal,407
Saugor,Salem,839
Saugor,Malegaon,352
Saugor,Kochi,968
Saugor,Gorakhpur,351
Saugor,Shimoga,713
Saugor,Tiruppur,881
Saugor,Guntur,530
Saugor,Raurkela,405
Saugor,Mangalore,796
Saugor,Nanded,335
Saugor,Cuttack,512
Saugor,Chanda,270
Saugor,Dehra Dun,447
Saugor,Durgapur,543
Saugor,Asansol,520
Saugor,Bhavnagar,445
Saugor,Amravati,210
Saugor,Nellore,652
Saugor,Ajmer,314
Saugor,Tinnevelly,1042
Saugor,Bikaner,443
Saugor,Agartala,792
Saugor,Ujjain,194
Saugor,Jhansi,110
Saugor,Ulhasnagar,481
Saugor,Davangere,671
Saugor,Jammu,656
Saugor,Belgaum,614
Saugor,Gulbarga,465
Saugor,Jamnagar,560
Saugor,Dhulia,325
Saugor,Gaya,400
Saugor,Jalgaon,281
Saugor,Kurnool,554
